OBJECTID,REFVAL,ADDRESS,PROPOSAL,STATUS,DECISION,DEC_DATE,SHAPE.AREA,SHAPE.LEN,OBJECTID_1
182205,13/04559/H,"37 Clifton Wood CrescentBristolBS8 4TU",Erection of a single storey kitchen extension to the rear of the property.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1677636608,0,0,182205
182206,13/04589/H,"1 Giffords PlaceBristolBS13 7GP",Two storey extension to the side of property.,GRANTED subject to condition(s),GRANTED subject to condition(s),1839730688,0,0,182206
182212,13/00940/VP,"19 Tyndalls Park RoadBristolBS8 1PQ","Tree 3 x 3 Holly Crown Lift to 3m protected by tree preservation order no. 256.",GRANTED,GRANTED,-74800128,0,0,182212
182213,13/00979/F,"Severn ShedThe GroveBristolBS1 4RB",Alterations to rear facade to alter an existing opening.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1691367424,0,0,182213
182214,13/00943/VP,"17 Tyndalls Park RoadBristolBS8 1PQ",Tree 6 - Yew crown lift to 3m protected by tree preservation order no. 256.,GRANTED,GRANTED,-74800128,0,0,182214
182215,13/01126/X,"46 Tuffley RoadBristolBS10 5EG","Variation of condition no. 7 attached to permission 12/04371/F, which approved the construction of a two bedroom end-of-terrace dwelling, in order to replace the approved 'General Arrangement Plan' (Drg. No. 12/PPG/01C) with the amended General Arrangement Plan (Drg. No. 12/PPG/01D). This will allow part of the rear projection to be widened by 300mm.",GRANTED subject to condition(s),GRANTED subject to condition(s),-2123367424,0,0,182215
182217,13/01136/F,"10 - 11 Denmark StreetBristolBS1 5DQ",Retention of minor shopfront alterations.,GRANTED,GRANTED,727832576,0,0,182217
182219,13/01189/H,"16 Downs Cote ViewBristolBS9 3TU",Single storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),961999872,0,0,182219
182220,13/01190/H,"51 Woodland GroveBristolBS9 2BD",Single storey side & rear extensions and alterations.,GRANTED subject to condition(s),GRANTED subject to condition(s),1048399872,0,0,182220
182221,13/01681/LA,"4 WoodlandsFlat 7Church RoadSneyd ParkBristolBS9 1JT","Remove the partition wall between the current kitchen and utility room and replace with a rsj and piles, remove the wall between the utility room and lobby, inset a wood-burning stove into the chimney breast between the utility room and bedroom 2.",GRANTED subject to condition(s),GRANTED subject to condition(s),1173563392,0,0,182221
182222,13/01479/H,"10 Hill ViewCliftonBristolBS8 1DF",Demolition of single storey outhouse and construction of mono pitch rear addition.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1086567424,0,0,182222
182224,13/01661/F,"Land To Rear Of 133 - 135 Ashley RoadBristol","Demolition of the existing outbuildings and erection of one residential dwelling, with associated landscaping.  Proposals to include the removal of existing outbuilding remains and the removal of sections of existing boundary wall (between the gardens of 133 and 135, and to enable the development at the boundary of 135 and 137)",GRANTED subject to condition(s),GRANTED subject to condition(s),814232576,0,0,182224
182225,13/01662/LA,"Land To Rear Of 133 - 135 Ashley RoadBristol","Demolition of the existing outbuildings and erection of one residential dwelling, with associated landscaping.  Proposals to include the removal of existing outbuilding remains and the removal of sections of existing boundary wall (between the gardens of 133 and 135, and to enable the development at the boundary of 135 and 137)",GRANTED subject to condition(s),GRANTED subject to condition(s),814232576,0,0,182225
182227,13/01989/F,"Gabriels CourtSt Gabriels RoadBristolBS5 0RT","Retrospective application for change of use of the buildings within the site to include; up to 300sqm of A1 floor space, up to 200sqm of A3 floor space, up to 200sqm of B1 floor space, up to 150sqm of B2 floor space, up to 350sqm B8 floor space up to 330sqm of D1 floor space. Alterations and remodelling to the layout of the site to include; 14 car parking spaces, cycle parking, erection of 900mm high pedestrian guard rails, resurfacing, erection of bollards, planting and refuse/recycling stores.",GRANTED subject to condition(s),GRANTED subject to condition(s),1555497984,0,0,182227
182228,13/01757/A,"Broadmead GalleryBroadmeadBristol","One fascia sign, and one totem sign to advertise The Galleries Shopping Centre (both internally illuminated).",GRANTED subject to condition(s),GRANTED subject to condition(s),1591832576,0,0,182228
182230,13/02486/H,"Yew Tree CottageChurch RoadSneyd ParkBristolBS9 1QL",Erection of side conservatory extension above existing garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),1530465280,0,0,182230
182235,13/03238/F,"9 Alexandra RoadCliftonBristolBS8 2DD",Change of use from 3 bed flat and 9 bed HMO (Sui Generis) to single dwelling house with rear balcony and external alterations to boundary walls including street elevation.,GRANTED subject to condition(s),GRANTED subject to condition(s),86697984,0,0,182235
182240,13/03496/VP,"Davy HouseBrunel CentreAshley Down RoadBristolBS7 9BU",T13 - T24 Tillia SP Lime Trees -  Pollard due to complaints from residents of Stanley Avenue. Reduce by 50%. TPO 671,GRANTED,GRANTED,1209897984,0,0,182240
182241,13/03578/X,"203 Wellington Hill WestBristolBS9 4QL",Application for variation of condition 8 following a grant of planning permission 09/03779/F - Change of use of ground floor from retail/office (Use Class A2) to mixed use of retail ((Use Class A1) and cafe/restaurant (Use Class A3) with erection of extract flue on rear elevation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1702669312,0,0,182241
182242,13/03604/LA,"40A Whiteladies RoadBristolBS8 2LG",Works associated with development of 40A Whiteladies Road to attach gable of new building to South Parade (Oakfield Road).,GRANTED subject to condition(s),GRANTED subject to condition(s),-406669312,0,0,182242
182246,13/03843/F,"8 BroadmeadBristolBS1 3HH",Installation of new shop front and entrance doors.,GRANTED subject to condition(s),GRANTED subject to condition(s),-2134669312,0,0,182246
182248,13/04019/A,"Tesco ExpressMarlborough StreetCity CentreBristolBS1 3NW",Rebranding of Tesco Express: 2 No fascia signs. 1 No projecting sign. 5 No other signs.,GRANTED subject to condition(s),GRANTED subject to condition(s),-925069312,0,0,182248
182249,13/04427/H,"Clifton RetreatClifton HillBristolBS8 1BN","Repairs to exterior render; replacement of concrete roof tiles with clay double romans; replacement of upvc rainwater goods with painted cast iron. Attic conversion with new pair of dormer windows and three rooflights. Extension of rear annex over existing single storey lean-to to form a new first floor bedroom. Alterations to first floor partitions to improve bathroom arrangement, enlarge bedroom and accommodate new attic stair. Replacement of bathroom fittings and finishes. Installation of attic insulation and bathroom dry-lining.",GRANTED subject to condition(s),GRANTED subject to condition(s),14028800,0,0,182249
182250,13/04428/LA,"Clifton RetreatClifton HillBristolBS8 1BN","Repairs to exterior render; replacement of concrete roof tiles with clay double romans; replacement of upvc rainwater goods with painted cast iron. Attic conversion with new pair of dormer windows and three rooflights. Extension of rear annex over existing single storey lean-to to form a new first floor bedroom. Alterations to first floor partitions to improve bathroom arrangement, enlarge bedroom and accommodate new attic stair. Replacement of bathroom fittings and finishes. Installation of attic insulation and bathroom dry-lining.",GRANTED subject to condition(s),GRANTED subject to condition(s),14028800,0,0,182250
182251,13/04451/F,"The Croft117 - 119 Stokes CroftBristolBS1 3RW",New shopfront.,GRANTED subject to condition(s),GRANTED subject to condition(s),1926130688,0,0,182251
182253,13/04493/VP,"131 Knole LaneBristolBS10 6JN",Cut back branches overhanging driveway to 5 Willow Walk protected by tree preservation order no. 621.,GRANTED,GRANTED,-554436608,0,0,182253
182254,13/04496/VP,"The TowersChurch RoadSneyd ParkBristolBS9 1JS",T1 Beech - remove all deadwood exceeding 30mm in diameter. Carry out climbing inspection. T2 Lime - remove all deadwood exceeding 30mm in diameter. Thin crown by 25%. Remove epicormic growth from main stem. TPO 92.,GRANTED,GRANTED,2098930688,0,0,182254
182256,13/04507/H,"15 Conduit RoadBristolBS2 9RW",Alterations to roof to provide accommodation within the roofspace.,GRANTED subject to condition(s),GRANTED subject to condition(s),1148530688,0,0,182256
182263,13/04551/H,"5 Somer LaneBristolBS3 5DL",New double garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),1864763392,0,0,182263
182264,13/04469/F,"190 Wells RoadTotterdownBristolBS4 2AX",Change of use of ground floor to a self-contained flat.,GRANTED subject to condition(s),GRANTED subject to condition(s),14028800,0,0,182264
182269,13/04650/COND,"Chesterfield Hospital3 Clifton HillBristolBS8 1BN",Application for approval of details reserved by condition no. 22 (Travel Plan) of planning permission 10/04593/F for the redevelopment of Chesterfield Hospital (Major application).,Pending Consideration,,,0,0,182269
182275,13/04361/VP,"Communal GardensAlma CourtAlma Vale RoadCliftonBristolBS8 2HJ",T5 to T17 Ash trees. Reduce to previous reduction points. TPO 626,GRANTED,GRANTED,2098930688,0,0,182275
182276,13/04682/F,"Right StepCanningford House38 Victoria StreetBristolBS1 6BY",Change of use of part ground floor from (B1) office use to (D1) Non Residential Education and Training Centre,GRANTED subject to condition(s),GRANTED subject to condition(s),482363392,0,0,182276
182277,13/04357/F,"Wessex Water KioskTrym RoadBristol",Proposed installation of a double door glass reinforced plastic (GRP) kiosk with the dimensions 1.75m (width) x 0.6m (depth) x 1.4m (height). The kiosk will be mounted on a concrete plinth with the dimensions 1.78m (width) x 0.63m (depth) x 0.1 m (height).,GRANTED subject to condition(s),GRANTED subject to condition(s),1407730688,0,0,182277
182283,13/04756/F,"International House2 Queens AvenueBristolBS8 1SE",New railings and gate to existing and new stone boundary walls to new forecourt to International House,GRANTED subject to condition(s),GRANTED subject to condition(s),-443003904,0,0,182283
182284,13/00982/H,"13 Rownham CloseBristolBS3 2JN",Loft conversion with side dormer & rear gable.,GRANTED subject to condition(s),GRANTED subject to condition(s),1480399872,0,0,182284
182287,13/01006/F,"34 Queen Ann RoadBristolBS5 9TX",Residential development of 13 No flats and 1 No house with associated landscaping and alterations to existing landscaping and car parking. (Major Application),GRANTED subject to condition(s),GRANTED subject to condition(s),382232576,0,0,182287
182295,13/01261/LA,"First Great WesternBristol Temple Meads Railway StationTemple MeadsApproach RoadBristolBS1 6QF",Proposed alteration to the building temporarily with the addition of a small art sculpture on platform 3.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1086567424,0,0,182295
182296,13/01594/LA,"Litfield House Medical Centre1 Litfield PlaceBristolBS8 3LS","Alterations to the lower ground floor create a new Minor Operations Suite. New facilities include changing areas, Consulting and treatment rooms together with a small operating theatre.",GRANTED subject to condition(s),GRANTED subject to condition(s),123032576,0,0,182296
182298,13/01597/F,"Queens BuildingUniversity WalkBristolBS8 1TR",Application for permanent planning approval for the temporary accommodation on the Library roof at the Queens Building.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1641302016,0,0,182298
182300,13/01599/A,"2-10 Regent StreetBristolBS8 4HG",5 No Fascia panels wilth light line illumination. 3 sets of fascia text. 1 externally illuminated projecting sign. Internally illuminated menu box and poster holder.  Non illuminated takeaway sign.,GRANTED subject to condition(s),GRANTED subject to condition(s),1505432576,0,0,182300
182301,13/01689/H,"15 Imperial RoadHengroveBristolBS14 9EE",Single storey rear extension and two storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-395367424,0,0,182301
182302,13/01675/VD,"South Bristol Sports CentreWest Town LaneHengroveBristolBS4 5DQ",Raise canopy to a height no less than 5.7 meters of a row of beech trees on Sturminster Road covered by a tree preservation order no. 70,GRANTED,GRANTED,443599872,0,0,182302
182303,13/01724/H,"45 Green StreetBristolBS3 4UB",Retention of single storey rear extension and retention/alteration of raised decking.,GRANTED subject to condition(s),GRANTED subject to condition(s),-888734720,0,0,182303
182304,13/02276/VP,"Open SpaceArlington VillasBristol",Pollard back to approx 3m below previous reduction points on T8 and to similar height and spread on T9 opposite 8 Arlington Villas protected by tree preservation order no. 051.,GRANTED,GRANTED,-543134720,0,0,182304
182305,13/02206/F,"30 Whiteladies RoadBristolBS8 2LG",Proposed replacement windows in the rear elevation.,GRANTED subject to condition(s),GRANTED subject to condition(s),666465280,0,0,182305
182306,13/02207/LA,"30 Whiteladies RoadBristolBS8 2LG",Proposed replacement windows in the rear elevation.,GRANTED subject to condition(s),GRANTED subject to condition(s),666465280,0,0,182306
182307,13/02404/F,"Basement & Ground Floor Flat29 Northumberland RoadBristolBS6 7AZ",Proposed installation of a sun-room/orangery to the rear.,GRANTED subject to condition(s),GRANTED subject to condition(s),666465280,0,0,182307
182311,13/02755/H,"70 Kinsale RoadBristolBS14 9EZ",Conservatory to rear after demolition of existing lean-to conservatory.,GRANTED subject to condition(s),GRANTED subject to condition(s),-604502016,0,0,182311
182316,13/03095/LA,"6 Berkeley SquareBristolBS8 1HG","Internal alterations, external repairs, demolition of 2 single storey extensions and construction of new single storey extension -  associated with change of use from offices to 4 storey house and basement flat.",GRANTED subject to condition(s),GRANTED subject to condition(s),-345302016,0,0,182316
182320,13/03094/F,"6 Berkeley SquareBristolBS8 1HG","Change of use from offices to 4 storey house and basement flat, with associated internal alterations, external repairs. Demolition of two single storey extensions and construction of new single storey extension.",GRANTED subject to condition(s),GRANTED subject to condition(s),-345302016,0,0,182320
182325,13/04592/F,"22 Lansdown RoadEastonBristolBS5 0PB",Proposed conversion of existing 3/4 bedroom house into 2 two bedroomed houses and single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),50363392,0,0,182325
182326,13/04561/H,"124 Coronation RoadBristolBS3 1AZ",Loft conversion.,GRANTED subject to condition(s),GRANTED subject to condition(s),2012530688,0,0,182326
182329,13/04577/H,"36 Westward RoadBristolBS13 8DB",Proposed two storey extension to rear of dwelling.,GRANTED subject to condition(s),GRANTED subject to condition(s),-640836608,0,0,182329
182332,13/04617/H,"169 Westbury RoadBristolBS9 3AJ",Widen vehicular access and introduce new pedestrian access.,GRANTED subject to condition(s),GRANTED subject to condition(s),50363392,0,0,182332
182338,13/04628/F,"20A Wilson StreetBristolBS2 9HH",Erection of a extension in association with existing D1 use.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1332036608,0,0,182338
182339,13/04629/F,"The WaterfrontWelsh BackBristolBS1 4SL",Replacement of existing front entrance. Install and glaze with new aluminium curtain walling.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1677636608,0,0,182339
182341,13/04632/H,"105 Westbury LaneBristolBS9 2PX",Removal of a temporary structure and replacement with a garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),1173563392,0,0,182341
182342,13/04630/F,"Clifton BankClifton DownBristolBS8 3HT",Change of use from office to single domestic dwelling (Use Class C3(a)).,GRANTED subject to condition(s),GRANTED subject to condition(s),-986436608,0,0,182342
182343,13/04663/X,"1 Kings AvenueBristolBS7 8JL",Variation of condition No. 2 (List of Approved Plans)  attached to consent granted under app. no.13/03097/H - Erection of a single storey flat roofed rear extension - variation to allow change from flat roof to pitched roof.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1936836608,0,0,182343
182344,13/04664/H,"3 Sharland CloseBristolBS9 1HZ",Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1332036608,0,0,182344
182345,13/04667/X,"20 Arley HillBristolBS6 5PS",Variation/Removal of conditions application relating condition 2 (Samples) and condition  7 ( List of Approved Plans) for planning permission 12/00958/F -  Demolition of single-storey garage and construction of two storey dwelling - proposed alteration to front elevation treatment.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1998203904,0,0,182345
182347,13/04677/X,"40 Queensdale CrescentBristolBS4 2TW",Variation of condition no.5 (which lists the approved plans) of planning permission 13/03324/X for detached single storey building in rear garden (ancillary accommodation to main dwelling) - plans show change of external appearance from timber panels to render.,GRANTED subject to condition(s),GRANTED subject to condition(s),1407730688,0,0,182347
182351,13/04715/F,"507 Wells RoadHengroveBristolBS14 9AL",Change of use of vacant premises to a Hot Food Takeaway (Use Class A5).,GRANTED subject to condition(s),GRANTED subject to condition(s),1630596096,0,0,182351
182352,13/04707/A,"Starbucks 70 Glass WalkBristolBS1 3BQ","Replace existing roundel with new illuminated version and relocate to far left of elevation. Replace existing illuminated ""Starbucks"" window signage next to entrance with white painted metal cut back lit halo illuminated word mark. New translucent siren white & black window graphic positioned to right of elevation.",GRANTED subject to condition(s),GRANTED subject to condition(s),-554436608,0,0,182352
182358,13/04734/H,"59 Birch RoadBristolBS3 1PE",Single storey extension to rear of property to enlarge existing playroom.,GRANTED subject to condition(s),GRANTED subject to condition(s),-468036608,0,0,182358
182360,13/01537/H,"49 Birch RoadBristolBS3 1PE",Single storey rear extension to provide extended dining room and kitchen.,GRANTED subject to condition(s),GRANTED subject to condition(s),-913767424,0,0,182360
182362,13/01541/H,"47 Clare RoadSpeedwellBristolBS15 1PL",Proposed front entrance porch.,GRANTED subject to condition(s),GRANTED subject to condition(s),-136167424,0,0,182362
182367,13/01511/H,"3 Homemead DriveBristolBS4 5AP",Proposed single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-740967424,0,0,182367
182370,13/01514/F,"99 Pembroke RoadCliftonBristolBS8 3EE","Move left hand stone pier at entrance to driveway by 54cm and rebuild using the same materials, to allow for a wider driveway entrance.",GRANTED subject to condition(s),GRANTED subject to condition(s),-2098334720,0,0,182370
182372,13/01863/H,"48 Whitecross AvenueBristolBS14 9JD",Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1419032576,0,0,182372
182375,13/01877/LA,"14 - 16 Charlotte StreetCity CentreBristolBS1 5PP","Proposed repairs to roof and elevations, including replacement asbestos slates, failed render, stonework. Internal repairs to lower ground floor.",GRANTED subject to condition(s),GRANTED subject to condition(s),1332632576,0,0,182375
182377,13/02238/F,"Nags Head Service Station139 Nags Head HillBristolBS5 8QN","Site redevelopment to include the demolition of the existing sales building and ACW housing, and the erection of a replacement retail (Class A1) building and a Petrol Filling Station sales building (Sui generis) with the raising of the existing canopy, together with associated external works and the installation of a new underground fuel tank",GRANTED subject to condition(s),GRANTED subject to condition(s),-1529869312,0,0,182377
182378,13/02242/LC,"Land To The Rear Of91 & 93 Whiteladies RoadHampton LaneBristolBS8 2NT","Demolition of single storey extension and development of an 11 bed-space student development, including cycle storage and associated works. (re-submission).",GRANTED subject to condition(s),GRANTED subject to condition(s),50363392,0,0,182378
182379,13/02241/F,"Land To The Rear Of91 & 93 Whiteladies RoadHampton LaneBristolBS8 2NT","Demolition of single storey extension and development of an 11 bed-space student development, including cycle storage and associated works. (re-submission).",GRANTED subject to condition(s),GRANTED subject to condition(s),50363392,0,0,182379
182382,13/02279/LA,"Basement Flat40 Royal York CrescentBristolBS8 4JU","Blocking up of 3 existing doorways and creating two new doorways, all internal.  Erection of small section of stud wall to create small store at end of en-suite bathroom.",GRANTED subject to condition(s),GRANTED subject to condition(s),-2098334720,0,0,182382
182383,13/02779/H,"55 Meadow GroveBristolBS11 9PL",Retention of a detached garden building and deck area.,GRANTED subject to condition(s),GRANTED subject to condition(s),666465280,0,0,182383
182384,13/02381/R,"Land To Rear Of60 Arley HillBristolBS6 5PP","Application for a new planning permission to replace the extant permission 09/003122/F for the rebuild and conversion of the existing outbuilding to a 'mews' style single dwelling and construction of associated extension, in order to extend the time limit for implementation.",GRANTED subject to condition(s),GRANTED subject to condition(s),839265280,0,0,182384
182389,13/03234/F,"4 Station RoadMontpelierBristolBS6 5EE",Retention of the conversion of flats 2 and 8 to 4no. Studios (Sui Generis student use).,GRANTED subject to condition(s),GRANTED subject to condition(s),297984,0,0,182389
182393,13/03207/LA,"11 All Saints RoadBristol","Internal alterations to flat including: Create opening in kitchen wall to lounge, new stud partition to provide new en suite bathroom and enlarge existing cupboard to create new utility space. Move boiler in kitchen.",GRANTED subject to condition(s),GRANTED subject to condition(s),-431702016,0,0,182393
182396,13/02580/F,"School Of MedicineUniversity Of BristolCantocks CloseBristolBS8 1TW","Refurbishment of an existing Research Laboratory, East Wing, Level H, Medical Sciences Building to form an Aquatic & Animal Science Unit Laboratory. Proposed works comprising: - internal alterations to update the existing facilities - demolition of a number of rooflights and replacement with a new area of flat roof below existing parapet level - removal of existing roof mounted ductwork - installation of new roof mounted AHUs on new steelwork platform, and associated roof mounted ductwork - installation of new flues serving newly installed fume cupboards",GRANTED subject to condition(s),GRANTED subject to condition(s),1926130688,0,0,182396
182397,13/04762/X,"Southmead HospitalSouthmead RoadBristolBS10 5NB","Application for variation/deletion of condition 10 following a grant of planning permission 13/01090/F - Majority single storey major refurbishment of an existing building at Southmead Hospital. 18% of floor area is a new build extension. Existing Use: administration healthcare. Proposed Use: The Cherry Tree Centre - outpatients healthcare (Macmillan Cancer Information Centre, Breast Cancer Screening and Symptomatic Unit).",GRANTED subject to condition(s),GRANTED subject to condition(s),-727236608,0,0,182397
182401,13/04770/H,"104 Egerton RoadBristolBS7 8HP",Extension at second floor level to create two additional bedrooms and a bathroom.,GRANTED subject to condition(s),GRANTED subject to condition(s),-640836608,0,0,182401
182409,13/04765/VP,"22 Old Sneed ParkBristolBS9 1RF",Holm Oak (G2) - reshape by reducing height by approximately 30% back to previous point of regrowth. Rebalance tree by removing lower limb over-hanging garden. Holly (G2) - reshape and rebalance by reducing height up to 30% following reshaping of adjacent Holm Oak as above including removal of excessive side growth. Unknown (G2 possibly) - remove large dead tree adjacent to Holm Oak as above. TPO 297.,GRANTED,GRANTED,-1332036608,0,0,182409
182412,13/04836/H,"39 Fanshawe RoadBristolBS14 9RY",Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),2012530688,0,0,182412
182414,13/04743/A,"Las IguanasWildscreen WalkBristolBS1 5UH",Shopfront signage and projecting sign.,GRANTED subject to condition(s),GRANTED subject to condition(s),-986436608,0,0,182414
182420,13/04931/H,"19 Highridge CrescentBristolBS13 8HN",Proposed replacement conservatory & modifications to first floor to form new bathroom.,GRANTED subject to condition(s),GRANTED subject to condition(s),136763392,0,0,182420
182427,13/05018/F,"45 Park GroveBristolBS9 4LF",External alterations in connection with the proposed conversion of existing garage/workshop to a 1-bedroom dwelling.,GRANTED subject to condition(s),GRANTED subject to condition(s),-443003904,0,0,182427
182428,13/05025/H,"27 Somerset RoadBristolBS4 2HT",Ground floor kitchen extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-702203904,0,0,182428
182429,13/05019/A,"Montpelier Health CentreBath BuildingsBristolBS6 5PT",1 x internally illuminated folded aluminium fascia. 1 x internally illuminated folded aluminium projecting sign.,GRANTED subject to condition(s),GRANTED subject to condition(s),593796096,0,0,182429
182430,13/05024/H,"81 Druid Stoke AvenueBristolBS9 1DE",Proposed single storey side and rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1739003904,0,0,182430
182431,13/05028/F,"Maritime Heritage CentreGas Ferry RoadBristolBS1 6TY","Internal and external refurbishment of the existing Maritime Heritage building including the over cladding of the existing facade, modifications to fenestration, internal alterations to the layout and extension of the existing mezzanine area for ancillary office use. Also including the addition of a  screened plant area and storage area to the south east elevation.",GRANTED subject to condition(s),GRANTED subject to condition(s),-468036608,0,0,182431
182436,13/01452/H,"39 Wellington Hill WestBristolBS9 4SP",Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1653199872,0,0,182436
182440,13/01602/F,"10 Doncaster RoadBristolBS10 5PL",Change of use of part of existing shop premises (Use Class A1) to fast food takeaway (Use Class A5).,GRANTED subject to condition(s),GRANTED subject to condition(s),-1061534720,0,0,182440
182441,13/01566/F,"22 Gloucester Street (also Known As 27 The Mall)CliftonBristolBS8 4JG",Installation of openable timber framed shopfront onto The Mall.,GRANTED subject to condition(s),GRANTED subject to condition(s),2110232576,0,0,182441
182443,13/01572/H,"116 Doncaster RoadBristolBS10 5PZ",Proposed single storey side and rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1000167424,0,0,182443
182445,13/01618/F,"42A & 43 Old Market StreetBristolBS2 0EZ","Creation of 9 Class B1 office units through the alteration and extension of the first floor of 42A and 43 Old Market Street, Bristol.",GRANTED subject to condition(s),GRANTED subject to condition(s),727832576,0,0,182445
182449,13/02842/H,"15 Freemantle RoadBristolBS5 6SY",Garage with workshop/craft room above.,GRANTED subject to condition(s),GRANTED subject to condition(s),2135265280,0,0,182449
182450,13/02816/H,"44A South CroftBristolBS9 4PR",Single storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),666465280,0,0,182450
182451,13/02793/VP,"Clifton Hill HouseLower Clifton HillBristolBS8 1BX","Italian Cypress (T1)(G-137): fell to make way for garden re-landscaping, Lawsons Cypress (T2)(G-147): fell to make way for garden re-landscaping, Chusan Palm (T3)(G-145): fell to make way for garden re-landscaping, Weeping Ash (T4)(G-146): fell to make way for garden re-landscaping, Lawsons Cypress (T5)(G-152): fell to make way for garden re-landscaping, Horse Chestnut (T6)(G-182): Remove low branches touching building Copper Beech (T7)(G-138): Crown lift to 3m, Small leaved Lime (T8)(G-171): 40% crown reduction to balance form and Tulip tree (T9)(G-148): Crown lift to 3m protected by tree preservation order no. 849",GRANTED,GRANTED,1271265280,0,0,182451
182455,13/02892/H,"57 Cornwall RoadBristolBS7 8LJ",Alterations to the rear single storey extension to create a flat roof with roof light and sedum finish. Alterations to party wall.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1727702016,0,0,182455
182457,13/03257/F,"The Grapes2 Sion PlaceBristolBS8 4AX","Change of use of existing public house (Use Class A4) to form 2 no. three and four bedroom dwellings, to include the erection of a mansard roof, with external works (use Class C3).",GRANTED subject to condition(s),GRANTED subject to condition(s),1778363392,0,0,182457
182459,13/02992/F,"Bristol General HospitalGuinea StreetBristolBS1 6SY",Erection of new substation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-2073302016,0,0,182459
182460,13/02985/F,"University Of The West Of EnglandKennel Lodge RoadBristolBS3 2JT","Courtyard infill to create additional floor space for the Student Union (ground floor) and Library (first floor), and refurbishment of existing space. Replacement of existing fenestration to the external elevations and internal courtyard elevations.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1036502016,0,0,182460
182461,13/03106/F,"12 - 14 Pennywell RoadBristol",Erection of 1 no. self-contained flats on existing flat roof (Third Floor Level).,GRANTED subject to condition(s),GRANTED subject to condition(s),102857728,0,0,182461
182468,13/03363/H,"3 Parrys CloseBristolBS9 1AW",Demolition of existing garage. Erection of new 2 storey extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),864297984,0,0,182468
182470,13/04207/F,"Eastville Health CentreEast ParkBristolBS5 6YA",Demolition of existing Health Centre building and provision of car parking associated with the new Health Centre (approved by permission 13/00222/F).,GRANTED subject to condition(s),GRANTED subject to condition(s),-468036608,0,0,182470
182471,13/04210/H,"56 St Bernards RoadBristolBS11 9UL",A single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),889330688,0,0,182471
182474,13/04737/X,"1 Victoria StreetBristolBS1 6AA","Variation of condition no. 16 (Refuse Storage), No: 23 (Protection of parking), No: 24 (List of approved drawings) of application 11/03785/F for Demolition of existing stairwell, proposed extensions, external alterations and refurbishment of existing office building - proposed revised location of refuse storage and motor cycle parking and alteration to elevation to 5th floor above bay window.",GRANTED subject to condition(s),GRANTED subject to condition(s),1778363392,0,0,182474
182476,13/04740/F,"The Flying Frog Sandwich Shop221 North StreetBedminsterBristolBS3 1JJ","Refurbishment of existing retail unit, including new shopfront. Demolition of rear living and storage unit. New extension to rear to accommodate back of house retail Garage partly demolished with new wall, roof and gate proposed.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1911803904,0,0,182476
182477,13/04741/H,"15 Stirling RoadBristolBS4 3PD",Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),50363392,0,0,182477
182479,13/04742/H,"18 Elberton RoadBristolBS9 2QA",Remove existing close boarded fence panels and erect new boundary wall. New roof to garage/utility.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1159236608,0,0,182479
182482,13/04744/F,"1 Maple CloseBristolBS14 8HX",Forming 14 additional parking spaces as extension to existing car park.,GRANTED subject to condition(s),GRANTED subject to condition(s),1284996096,0,0,182482
182483,13/04784/H,"81 Dutton RoadBristolBS14 8BT",Attic conversion with dormer to rear and side & front porch.,GRANTED subject to condition(s),GRANTED subject to condition(s),1494130688,0,0,182483
